,drupal_path,title,provenance,siglum,num_century,century,cursus,provenance_id
124,http://cantusdatabase.org/source/123682,"München, Bayerische Staatsbibliothek, Clm 4304",Augsburg,D-Mbs Clm 4304,16,16th century (1500-1525),Monastic,provenance_016
125,http://cantusdatabase.org/source/123766,"Vercelli, Biblioteca Capitolare, CLXX",Arras,I-VCd CLXX,unknown,unknown,Secular,provenance_014
126,http://cantusdatabase.org/source/123710,"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.4 (rkp. Perg. 20)",Kraków,PL-Kkar 4 (Rkp 20),15,15th century,Secular,provenance_077
127,http://cantusdatabase.org/source/123659,"Ljubljana, Nadškofijski arhiv (Archiepiscopal Archives), 19 (olim 18)",Kranj,SI-Lna 19 (olim 18),unknown,unknown,Secular,provenance_078
128,http://cantusdatabase.org/source/683940,"New York, Columbia University - Barnard College Library,  MS 1",Italy,US-NYcub Barnard 1,14,14th century,Secular,provenance_071
129,http://cantusdatabase.org/source/123594,"Bamberg, Staatsbibliothek, Msc.Lit.25 (olim Ed.IV.11)",Bamberg,D-BAs Msc.Lit.25,13,13th century,Secular,provenance_019
130,http://cantusdatabase.org/source/123622,"Mainz, Bischöfliches Dom- und Diözesanmuseum, C",Mainz,D-MZb C,15,15th century (1425-1450),Secular,provenance_090
131,http://cantusdatabase.org/source/123679,"Albi, Bibliothèque municipale Rochegude, 44",Albi,F-AI 44,unknown,unknown,Unknown,provenance_003
132,http://cantusdatabase.org/source/123712,"Wrocław, Zakład Narodowy im. Ossolińskich, Biblioteka, Rkp. 12025/IV",Kraków,PL-WRzno 12025/IV,unknown,unknown,Secular,provenance_077
133,http://cantusbohemiae.cz/source/2156,CZ-Pu (Praha) XIII C 4,"Praha, klášter sv. Jiří",CZ-Pu XIII C 4,14,14th century,Unknown,provenance_129
134,http://cantusbohemiae.cz/source/9136,CZ-Pu (Praha) XII C 3,St George's Convent in Prague (?),CZ-Pu XII C 3,13,13th century,Unknown,provenance_129
135,http://cantus.sk/source/14828,SK-Bra (Bratislava) Antiphonary of Bratislava I EC Lad.3,Bratislava,SK-Bra BAI ECLad.3,15,15th century,Unknown,provenance_224
136,http://cantus.sk/source/14018,SK-Bra (Bratislava) Antiphonary of Bratislava III EC Lad.6,Buda / Bratislava,SK-Bra BAIII ECLad.6,15,15th century,Unknown,unknown
137,http://cantusdatabase.org/source/123645,"Wien, Diözesanarchiv, C-11",Kirnberg,A-Wda C-11,15,15th century,Unknown,provenance_075
138,http://cantusdatabase.org/source/123664,"Tongeren, Onze-Lieve-Vrouw-Kerk (Our Lady's Church), 63 (olim V)",Tongeren,B-TO olv 63,14,14th century (1375-1400),Secular,provenance_186
139,http://cantusdatabase.org/source/123665,"Tongeren, Onze-Lieve-Vrouw-Kerk (Our Lady's Church), 64 (olim IV)",Tongeren,B-TO olv 64,14,14th century (1375-1400),Secular,provenance_186
140,http://cantusdatabase.org/source/123723,"Halifax (Canada), St. Mary’s University - Patrick Power Library, M2149.L4 1554",Salzinnes,CDN-Hsmu M2149.L4,16,16th century (1550-1575),Monastic,provenance_153
141,http://cantusdatabase.org/source/601861,"Köln, Erzbischöfliche Diözesan- und Dombibliothek, 1161",Köln,D-KNd 1161,unknown,unknown,Monastic,provenance_080
142,http://cantusdatabase.org/source/123624,"Mainz, Bischöfliches Dom- und Diözesanmuseum, E",Mainz,D-MZb E,15,15th century (1425-1450),Secular,provenance_090
143,http://cantusdatabase.org/source/123702,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [14] XIV",Augsburg,DK-Kk 3449 8o [14] XIV,16,16th century (1575-1600),Secular,provenance_016
144,http://cantusdatabase.org/source/123600,"Budapest, Egyetemi Könyvtár (University Library), lat. 122",Franciscan,H-Bu lat. 122,14,14th century,Secular,provenance_146
145,http://cantusdatabase.org/source/123625,"Montecassino, Monumento Nazionale di Montecassino - Biblioteca, 542",Montecassino,I-MC 542,12,12th century,Secular,provenance_100
146,http://cantusdatabase.org/source/123708,"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.2 (rkp. Perg. 14)",Kraków,PL-Kkar 2 (Rkp 14),unknown,unknown,Secular,provenance_077
147,http://cantusdatabase.org/source/123711,"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.5 (rkp. Perg. 13)",Kraków,PL-Kkar 5 (Rkp 13),15,15th century,Secular,provenance_077
148,http://cantus.sk/source/2284,SK-BRsa (Bratislava) Slovenský národný archív - Antiphonary of Bratislava IV,Bratislava,SK-BRsa SNA 2,15,15th century,Unknown,provenance_224
149,http://cantus.sk/source/3192,SK-BRsa (Bratislava) Slovenský národný archív - Antiphonary of Bratislava IIb,Bratislava,SK-BRsa SNA 4,15,15th century,Unknown,provenance_224
150,http://musicahispanica.eu/source/20154,"E-E (San Lorenzo de El Escorial) E-E, L. III. 3.",San Juan de la Peña,"E-E E-E, L. III. 3.",12,12th century,Unknown,provenance_236
151,http://musicahispanica.eu/source/72835,GB-Lbl (London) Add MS 30847,Silos,GB-Lbl Add MS 30847,11,11th century,Unknown,provenance_235
152,http://musicahispanica.eu/source/22303,E-Gs (Girona) ms. 45,Colegiata de Sant Feliu de Girona,"E-Gs ms. 45 (olim Sant Feliu, 20)",12,12th century,Unknown,provenance_232
153,http://musmed.eu/source/23756,F-CH : Ms 0050,Collection Standish,F-CH Ms 0050,13,13th century,Unknown,unknown
154,http://musmed.eu/source/13535,F-Pn : NAL 01236,Nevers,F-Pn NAL 01236,12,12th century,Romanum,provenance_237
155,http://musmed.eu/source/13023,F-Pn : Lat. 904,Cathédrale de Rouen,F-Pn Lat. 904,13,13th century,Unknown,provenance_239
156,http://cantusdatabase.org/source/649450,"Praha (Prague), Strahovská knihovna (Library of the Royal Canonry of Premonstratensians at Strahov), DE I 7",Esztergom,CZ-Pst DE I 7,unknown,unknown,Secular,provenance_051
157,http://cantusdatabase.org/source/123621,"Mainz, Bischöfliches Dom- und Diözesanmuseum, B",Mainz,D-MZb B,15,15th century (1425-1450),Secular,provenance_090
158,http://cantusdatabase.org/source/123681,"München, Bayerische Staatsbibliothek, Clm 4303",Augsburg,D-Mbs Clm 4303,unknown,unknown,Monastic,provenance_016
159,http://cantusdatabase.org/source/123693,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [05] V",Augsburg,DK-Kk 3449 8o [05] V,16,16th century (1575-1600),Secular,provenance_016
160,http://cantusdatabase.org/source/123636,"Salamanca, Catedral - Archivo Musical, 5",Salamanca,E-SA 5,14,14th century,Secular,provenance_151
161,http://cantusdatabase.org/source/123597,"Budapest, Egyetemi Könyvtár (University Library), lat. 118",Franciscan,H-Bu lat. 118,14,14th century,Secular,provenance_146
162,http://cantusdatabase.org/source/123720,"Dubrovnik, Franjevački Samostan (Franciscan Monastery), Cod. D Nr. 5",Venice,HR-Hf Cod. D,15,15th century (2nd half),Secular,provenance_199
163,https://pemdatabase.eu/source/47990,P-BRs (Braga) Arquivo da Sé Ms. 032,"Braga, Catedral",P-BRs Ms. 032,16,16th century (first quarter),Secular,provenance_218
164,http://cantus.ispan.pl/source/14457,"PL-PŁsem MsEPl 12 Antyfonarz z Płocka, pars de tempore",Płock,MsEPl 12,15,15th century,Unknown,provenance_220
165,http://musicahispanica.eu/source/20425,"E-H, Archivo de la Catedral de Huesca, ms. 7",Huesca,"E-H, Ms. 7 (ant. 5)",13,13th century,Unknown,provenance_228
166,http://musicahispanica.eu/source/22495,"E-H Archivo de la Catedral de Huesca, ms. 2",Auch,E-H Ms. 2,12,12th century,Unknown,provenance_251
167,http://musicahispanica.eu/source/20228,"E-Bbc (Barcelona) E-Bbc, M 705",Sant Cugat (Barcelona),"E-Bbc E-Bbc, M 705",14,14th century,Unknown,provenance_234
168,http://cantusdatabase.org/source/123598,"Budapest, Egyetemi Könyvtár (University Library), lat. 119",Franciscan,H-Bu lat. 119,14,14th century,Secular,provenance_146
169,http://cantusdatabase.org/source/123722,"Dubrovnik, Franjevački Samostan (Franciscan Monastery), Cod. F Nr. 6",Venice,HR-Hf Cod. F,15,15th century (2nd half),Secular,provenance_199
170,http://cantusdatabase.org/source/669163,"Sydney, University of Sydney, Fisher Library, Rare Books & Special Collections, Add. Ms. 413 (olim Add. Ms. Fol.1)",Spain,AUS-Sfl Add. Ms. 413,16,16th century (2nd half),Secular,provenance_163
171,http://cantusdatabase.org/source/123620,"Mainz, Bischöfliches Dom- und Diözesanmuseum, A",Mainz,D-MZb A,15,15th century (1425-1450),Secular,provenance_090
172,http://cantusdatabase.org/source/123690,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [02] II",Augsburg,DK-Kk 3449 8o [02] II,16,16th century (1575-1600),Secular,provenance_016
173,http://cantusdatabase.org/source/123650,"Salamanca, Catedral - Archivo Musical, 6",Salamanca,E-SA 6,14,14th century,Secular,provenance_151
174,http://cantusdatabase.org/source/123719,"Dubrovnik, Franjevački Samostan (Franciscan Monastery), Cod. C Nr. 4",Venice,HR-Hf Cod. C,15,15th century (2nd half),Secular,provenance_199
175,http://cantusdatabase.org/source/123605,"Città del Vaticano (Roma), Biblioteca Apostolica Vaticana, Cappella Sistina 27",Rome (Roma),V-CVbav Capp.Sist. 27,unknown,unknown,Unknown,provenance_146
176,http://cantus.ispan.pl/source/13720,"PL-Wn  12720 V Antyfonarz opata Mścisława z Tyńca, pars de tempore",Tyniec, rps 12720 V,15,15th century,Unknown,provenance_227
177,https://pemdatabase.eu/source/48357,"E-SAu (Salamanca) Universidad, Archivo y Biblioteca Ms 2637",Astorga?,E-SAu Ms 2637,12,12th century (second half),Unknown,unknown
178,http://cantusbohemiae.cz/source/9190,CZ-Pu (Praha) XII E 15c,St George's Convent in Prague,CZ-Pu XII E 15c,14,14th century,Monastic,provenance_129
179,http://cantusbohemiae.cz/source/22179,CZ-Pu (Praha) XIII C 1a,St George's Convent in Prague,CZ-Pu XIII C 1a,unknown,unknown,Monastic,provenance_129
180,http://cantusdatabase.org/source/123619,"London (Canada), University of Western Ontario - Music Library, M2150",Burgos (?),CDN-Lu M2150,16,16th century,Secular,provenance_028
181,http://cantusdatabase.org/source/680970,"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0073",Dominican,CDN-Mlr MS Medieval 0073,unknown,unknown,Secular,provenance_042
182,http://cantusdatabase.org/source/123695,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [07] VII",Augsburg,DK-Kk 3449 8o [07] VII,16,16th century (1575-1600),Secular,provenance_016
183,https://pemdatabase.eu/source/47612,P-BRs (Braga) Arquivo da Sé Ms. 034,"Braga, Catedral",P-BRs Ms. 034,16,1510-1515,Unknown,provenance_218
184,http://cantus.sk/source/12363,SK-Bra (Bratislava) Antiphonary of Bratislava IIa EC Lad.4,Bratislava,SK-Bra BAIIa EC Lad.4,15,15th century,Unknown,provenance_224
185,http://cantusdatabase.org/source/123705,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [17] XVII",Augsburg,DK-Kk 3449 8o [17] XVII,16,16th century (1575-1600),Secular,provenance_016
186,http://cantusdatabase.org/source/123629,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 1240",St-Martial,F-Pn Lat. 1240,10,10th century,Unknown,provenance_176
187,http://musmed.eu/source/11602,F-LA : Ms 0263,A l’usage de la cathédrale Notre-Dame de Laon,F-LA Ms 0263,12,12th century,Unknown,provenance_240
188,http://cantusdatabase.org/source/123698,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [10] X",Augsburg,DK-Kk 3449 8o [10] X,16,16th century (1575-1600),Secular,provenance_016
189,http://musmed.eu/source/14251,F-SO : Ms 0334,Cluny,F-SO Ms 0334,13,13th century,Monastic,provenance_223
190,http://cantus.ispan.pl/source/21623,PL-STAb 2 Antiphonarium,Staniątki,ms. 2,16,16th century,Unknown,provenance_221
191,http://cantusdatabase.org/source/123696,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [08] VIII",Augsburg,DK-Kk 3449 8o [08] VIII,16,16th century (1575-1600),Secular,provenance_016
192,http://cantusdatabase.org/source/123703,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [15] XV",Augsburg,DK-Kk 3449 8o [15] XV,16,16th century (1575-1600),Secular,provenance_016
193,https://pemdatabase.eu/source/62867,P-AR (Arouca) Museu Regional de Arte Sacra do Mosteiro de Arouca Res. Ms. 021,"Arouca, Mosteiro de Santa Maria",P-AR Res. Ms. 021,13,c. 1200,Monastic,provenance_241
194,http://musicahispanica.eu/source/23205,"E-TZ, Archivo de Música de la Catedral de Tarazona, Ms. 18",Tarazona,"E-TZ, Ms. 18",15,15th century,Unknown,provenance_238
195,http://musicahispanica.eu/source/27599,"E-BAR, Archivo Diocesano de Barbastro, Antifonario s.s.",Barbastro,"E-BAR, s.s.",15,15th century,Unknown,provenance_229
196,http://cantusbohemiae.cz/source/9308,CZ-Pu (Praha) XXIII D 156 ,St George's convent in Prague,CZ-Pu XXIII D 156 ,13,13th century,Monastic,provenance_129
197,http://cantusbohemiae.cz/source/9194,CZ-Pu (Praha) XIV G 46,St George's Convent in Prague,CZ-Pu XIV G 46,14,14th century,Monastic,provenance_129
198,http://cantusdatabase.org/source/123697,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [09] IX",Augsburg,DK-Kk 3449 8o [09] IX,16,16th century (1575-1600),Secular,provenance_016
199,http://cantusdatabase.org/source/123704,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [16] XVI",Augsburg,DK-Kk 3449 8o [16] XVI,16,16th century (1575-1600),Secular,provenance_016
200,http://cantusdatabase.org/source/669030,"Chicago, Art Institute of Chicago, Mrs. William E. Kelley Collection, 1911.142b",Dominican,US-Cai 1911.142b,unknown,unknown,Monastic,provenance_042
201,http://musmed.eu/source/12990,F-Pn : Lat. 780,Cathédrale d'Arles; Colbert 1686; Regius 3880b,F-Pn Lat. 780,11,11th century,Unknown,provenance_249
202,http://musicahispanica.eu/source/20426,"E-H, Archivo de la Catedral de Huesca, ms. 8",Huesca,"E-H, ms. 8",13,13th century,Unknown,provenance_228
203,http://cantusdatabase.org/source/589026,"New York, Columbia University - Rare Book and Manuscript Library, Plimpton MS 041",Italy,US-NYcub Plimpton MS 041,15,15th century (1450-1475),Monastic,provenance_071
204,http://cantusdatabase.org/source/123700,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [12] XII",Augsburg,DK-Kk 3449 8o [12] XII,16,16th century (1575-1600),Secular,provenance_016
205,http://cantusdatabase.org/source/123701,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [13] XIII",Augsburg,DK-Kk 3449 8o [13] XIII,16,16th century (1575-1600),Secular,provenance_016
206,http://musmed.eu/source/13399,F-Pn : Lat. 12584,Saint-Maur-des-Fossés,F-Pn Lat. 12584,11,11th century,Monastic,provenance_197
207,http://musmed.eu/source/13502,F-Pn : Lat. 17436,Abbaye Saint-Corneille de Compiègne,F-Pn Lat. 17436,9,9th century,Romanum,provenance_233
208,http://cantusdatabase.org/source/123691,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [03] III",Augsburg,DK-Kk 3449 8o [03] III,16,16th century (1575-1600),Secular,provenance_016
209,http://cantusdatabase.org/source/123692,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [04] IV",Augsburg,DK-Kk 3449 8o [04] IV,16,16th century (1575-1600),Secular,provenance_016
210,http://musmed.eu/source/13534,F-Pn : NAL 01235,Nevers,F-Pn NAL 01235,12,12th century,Unknown,provenance_237
211,http://cantusbohemiae.cz/source/9189,CZ-Pu (Praha) XII E 15b,St George's Convent in Prague,CZ-Pu XII E 15b,14,14th century,Monastic,provenance_129
212,http://cantusdatabase.org/source/123652,"Salamanca, Catedral - Archivo Musical, 8",Salamanca,E-SA 8,14,14th century,Secular,provenance_151
213,http://musmed.eu/source/14915,V-CVbav : Vat.lat.05319,Latran,V-CVbav Vat.lat.05319,12,12th century,Unknown,provenance_146
214,http://cantusdatabase.org/source/123657,"Den Haag, Koninklijke Bibliotheek - Nationale Bibliotheek van Nederland, 70 E 4",Tongeren,NL-DHk 70 E 4,12,12th century,Secular,provenance_186
215,https://pemdatabase.eu/source/62421,P-AR (Arouca) Museu Regional de Arte Sacra do Mosteiro de Arouca Res. L 005,"Arouca, Mosteiro de Santa Maria",P-AR Res. L 005,16,1513,Unknown,provenance_241
216,http://cantus.ispan.pl/source/14397,"PL-GD Mar. F 408 Antiphonarium, prima pars",St. Mary Church in Gdańsk,Mar. F 408,16,16th century,Unknown,provenance_255
217,http://musicahispanica.eu/source/19872,E-Mn (Madrid) Mss. 1361,Toledo (Catalunya). Procedente de la biblioteca de F. A. Barbieri,E-Mn Mss/1361,14,14th century,Unknown,provenance_185
218,http://musmed.eu/source/13509,F-Pn : Lat. 17991,Jacobins de la rue Saint-Jacques,F-Pn Lat. 17991,11,11th century,Romanum,provenance_121
219,http://cantusdatabase.org/source/678936,"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0234",Germany,CDN-Mlr MS Medieval 0234,16,16th century (1575-1600),Secular,provenance_060
220,http://musmed.eu/source/9475,F-Col_part : Mont-Renaud,"Noyon, St-Éloi",F-Col_part Mont-Renaud,10,10th century,Unknown,unknown
221,http://musmed.eu/source/15154,D-W : Cod Guelf Helmst 1008,"Minden, pour l'usage de l'évêque Siegbert",D-W Cod Guelf Helmst 1008,11,11th century,Unknown,provenance_252
222,http://cantusbohemiae.cz/source/28509,CZ-Pn (Praha) XV A 10,Prague,CZ-Pn XV A 10,14,14th century,Secular,provenance_128
223,http://cantusbohemiae.cz/source/9147,CZ-Pu (Praha) VI G 3a,St George's Convent in Prague,CZ-Pu VI G 3a,14,14th century,Monastic,provenance_129
224,http://cantusbohemiae.cz/source/37034,CZ-Pn (Praha) XII A 21,Kolín,CZ-Pn XII A 21,15,15th century,Secular,provenance_248
225,http://musicahispanica.eu/source/96055,E-Lc (León) Cod. LIV,unknown,E-Lc Ms. LIV,15,15th century,Unknown,unknown
226,http://musicahispanica.eu/source/20340,E-Tc Archivo y Biblioteca Capitulares de la Catedral de Toledo,unknown,E-Tc Ms. 33.4,14,14th century,Unknown,unknown
227,http://musicahispanica.eu/source/20229,E-Bbc (Barcelona) E-Bbc M 706,unknown,E-Bbc M 706,15,15th century,Unknown,unknown
228,http://cantusdatabase.org/source/123707,"Oxford, Bodleian Library, MS. Laud Misc. 284",Würzburg,GB-Ob MS. Laud Misc. 284,12,12th century,Secular,provenance_213
229,http://musicahispanica.eu/source/20227,"E-Bbc (Barcelona) E-Bbc, M 663",Barcelona,E-Bbc M 663,15,15th century,Unknown,provenance_234
230,http://cantusdatabase.org/source/694888,"Toronto, University of Toronto - Thomas Fisher Rare Book Library, MSS 09700",Firenze,CDN-Ttfl MSS 09700,15,15th century,Secular,provenance_052
231,http://musicahispanica.eu/source/20238,"E-Bbc (Barcelona) E-Bbc, M 1327",Convento de las clarisas de la Santísima Trinidad (Valencia),E-Bbc M 1327,15,15th century,Unknown,provenance_250
232,http://musmed.eu/source/12848,F-Pa : Ms 0135,"Angleterre, Londres",F-Pa : Ms 0135,13,13th century (1260),Unknown,provenance_256
233,http://musicahispanica.eu/source/94494,B-Br (Bruselas) IV/473,unknown,B-Br Ms IV/473,14,14th century,Unknown,unknown
234,http://austriamanus.org/source/4399,A-KN CCl 272 Antiphonarium (Fragm.),Klosterneuburg,A-KN CCl. 272,12,12th century,Unknown,provenance_076
235,http://cantusbohemiae.cz/source/33177,CZ-Pn (Praha) XII A 24,Pilsen,Cz-Pn XII A 24,15,15th century,Unknown,provenance_222
236,http://musmed.eu/source/9070,F-CA : Ms 0060 (61),Cambrai,F-CA : Ms 0060 (61),11,11th century,Unknown,provenance_029
237,http://musicahispanica.eu/source/95215,E-BAR (Huesca) 95,unknown,E-BAR Cj. 95,15,15th century,Unknown,unknown
238,http://cantusdatabase.org/source/123634,"Piacenza, Archivio e Biblioteca Capitolare della Cattedrale, cod. 65",Piacenza,I-PCd cod. 65,unknown,unknown,Secular,provenance_124
239,http://musicahispanica.eu/source/20226,E-Bbc (Barcelona) M662,Barcelona, E-Bbc M 662,15,15th century,Unknown,provenance_234
240,http://musmed.eu/source/9076,F-CA : Ms 0078 (79),Cambrai,F-CA : Ms 0078 (79),11,11th century,Unknown,provenance_029
241,http://cantusdatabase.org/source/123593,"Arras, Mediathèque de l'Abbaye Saint-Vaast, 465 (CGM 893)",Arras,F-AS 465 (CGM 893),14,14th century,Monastic,provenance_014
242,http://musicahispanica.eu/source/20248,E-Bbc (Barcelona) E-Bbc Ms. 2545,Cataluña o sur de Francia (?),E-Bbc Ms. 2545,15,15th century,Unknown,unknown
243,http://musicahispanica.eu/source/20241,E-Bbc (Barcelona) E-Bbc M 3701,Canónica de Sant Martí Sacosta (Girona),E-Bbc M 3701,15,15th century,Unknown,provenance_253
244,http://cantusdatabase.org/source/123687,"Oxford, Bodleian Library, MS. Canon. Liturg. 202",Germany,GB-Ob MS. Canon. Liturg. 202,13,13th century,Unknown,provenance_060
245,https://pemdatabase.eu/source/46520,P-Cua Liber Catenatus,Coimbra,P-Cua Liber Catenatus,14,14th century,Unknown,provenance_242
246,https://pemdatabase.eu/source/74864,P-EVpc 000,unknown,P-EVpc 000,16,16th century,Monastic,unknown
247,https://pemdatabase.eu/source/97935,P-Ln RES. 253 P.,Évora,P-Ln RES. 253 P.,16,1528,Monastic,provenance_257
248,https://pemdatabase.eu/source/105632,P-EVc cód. perg. lit. 005,unknown,P-EVc cód. perg. lit. 005,unknown,unknown,Unknown,unknown
249,https://pemdatabase.eu/source/118348,P-Ln L.C. 259,unknown,P-Ln L.C. 259,unknown,unknown,Unknown,unknown
